,,TOOL STORE STOCK INVENTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,,5293,,,,,,,,,,11/01/2024,,,,12/01/2024,,,,01/01/2025,,,,02/01/2025,,,,03/01/2025,,,,04/01/2025,,,,05/01/2025,,,,06/01/2025,,,,07/01/2025,,,,08/01/2025,,,,09/01/2025,,,,10/01/2025,,,,11/01/2025,,,,12/01/2025,,,,01/01/2026,,,,02/01/2026,,,,,03/01/2026,,,
,S.No.,"M/C 
Name","Part
Size","Pitch
(mm)",Wire Dia,Part Name,,,,,,,,,,,,,,,,,,STN,Tool Family Code,Tool Description,Tool Code,Marking,A/F,"Length
(mm) ",I/D (mm),,O/D (mm),,"Carbide Dia
(mm)","Pointing Length 
(mm)",,"Depth
(mm)","Tool
Mtrl.",Assumed Life,Actual Life,Rng Stock,"Location 
(RaN-RoN-BN)",Spare Stock,"Location 
(RaN-RoN-BN)",Min. Qty.,Max. Qty.,Total Prod. Plan Qty.,Forgb. Qty.,Reqd. Qty.,Last Physical Stock Checked On,Remarks,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock
,,,,,,HHB,HHS,SHCB,SHCS,HFB,HFS,FLG,SHFS,SHFB,TRXS,AXB,BHCS,DDB,SQB,THS,NIB,PINS,SSS,,,,,,,,FRONT,BACK,FRONT,BACK,,FRONT,BACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6L4S,"3/8""",UNC,9.75,,a,,,,,,,,,,,,,,,,,3,049,Stepped Filler,T.03.0.049.018/00,,,49,6.9,,45,35,,,,,,,,1,TSR-03-E,0,TSR-03-E,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,"3/8""",UNC,9.75,,a,,,,,,,,,,,,,,,,,3,049,Stepped Filler,T.03.0.049.019/00,,,45.8,6.9,,45,35,,,,,,,,1,TSR-03-E,1,TSR-03-E,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,6L4S,"3/8""",UNC,9.75,,a,,,,,,,,,,,,,,,,,3,049,Stepped Filler,T.03.0.049.020/00,,,39.5,6.9,,45,35,,,,,,,,1,TSR-03-E,0,TSR-03-E,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,"3/8""",UNC,9.75,,a,,,,,,,,,,,,,,,,,3,049,Stepped Filler,T.03.0.049.021/00,,,36.3,6.9,,45,35,,,,,,,,1,TSR-03-E,0,TSR-03-E,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M14,2,14.4,,,,a,,,,,,,,,,,,,,,2,049,Stepped Filler,T.04.0.049.043/00,,,50,,,68.5,,,,,,,,,1,,1,TSR-05-B,1,2,,,,06/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M16,2,16.4,,,,a,,,,,,,,,,,,,,,2,049,Stepped Filler,T.04.0.049.017/00,,,55,,,68.5,,,,,,,,,1,TSR-06-B,0,TSR-06-B,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,254LL,M27,3,26.75,a,,,,,,,,,,,,,,,,,,3,049,Stepped Filler,T.05.0.049.007/00,,,85,24.96,,108,95,,,,,,,,1,,1,TSR-07-D,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,254LL,M27,3,26.75,,a,,,,,,,,,,,,,,,,,3,049,Stepped Filler,T.05.0.049.008/00,,,75,25.02,,108,95,,,,,,,,1,,1,TSR-07-D,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,5.75,,,,,,,,,,a,,,,,,,,,4,050,Top Nibs,T.01.0.050.012/00,,,2.5,8,,20,21,,,,,,,,1,,46,TSL-C-04,5,20,,,,,55 returned on 23/05/25 due to thickness over size,,,,,,,,,,,,,,,,,,30,0,20,10,10,0,0,10,10,70,48,32,32,0,0,32,32,0,6,26,26,0,0,26,26,28,5,49,49,0,3,46,46,0,0,46,46,0,0,46,46,0,0,46,46,0,0,46,,46,0,0,46
,,64S,M5,0.8,,,,a,a,,,,,,,,,,,,,,,2,050,Top Nibs,T.01.0.050.007/00,,,3.7,7.5,,,,,,,,,,,1,,17,TSL-C-04,5,20,,,,,,,,,,,,,,,,,,,,,,,30,0,20,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,7,0,17,17,0,0,17,17,0,0,17,,17,0,0,17
,,64S,M5,0.8,,,,a,a,,,,,,,,,,,,,,,3,050,Top Nibs,T.01.0.050.008/00,,,5,8.3,,,,,,,,,,,1,,27,TSL-C-04,5,20,,,,,,,,,,,,,,,,,,,,,,,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,0,0,19,19,8,0,27,27,0,0,27,27,0,0,27,,27,0,0,27
,,64S,M6,1,5.75,,,,,,,,,,,,,,,,,,a,3,050,Top Nibs,,,,,,,,,,,,,,,,1,,18,TSL-C-05,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,0,20,20,0,2,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,18,0,0,18,,18,0,0,18
,,64S,M6,1,5.75,,,a,a,,,,,,,,,,,,,,,3,050,Knurling Top Nibs,T.01.0.050.002/00,,,6,9.4,,28,,,,,,,,,1,,0,TSL-C-05,5,20,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,5.75,,,a,a,,,,,,,,,,,,,,,2,050,Top Nibs,T.01.0.050.003/00,,,4.6,9.7,8.9,28.25,29.05,,,,,,,,1,,6,TSL-C-05,5,20,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,64S,M6,1,5.75,,,a,a,,,,,,,,,,,,,,,3,050,Top Nibs,T.01.0.050.004/00,,,6,9.83,,28.25,29.3,,,,,,,,1,,10,TSL-C-05,5,20,,,,,,,,,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,1,4,4,0,4,0,0,10,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,,10,0,0,10
,,64S,M6,1,,,,,,a,a,,,,,,,,,,,,,2,050,Top Nibs,T.01.0.050.005/00,,,6.45,9.7,,28.25,,,,,,,,,1,,0,TSL-C-05,5,20,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,,,a,a,,,,,,,,,,,,,3,050,Top Nibs,T.01.0.050.006/00,,,,5.27,,25.25,,,,,,,,,1,,0,TSL-C-05,5,20,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,,a,,,,,,,,,,,,,,,3,050,Top Nibs,T.01.0.050.010/00,,,4,10,,28.5,,,,,,,,,1,,3,TSL-C-05,5,20,,,,,SPL - BAJAJ - 15L,,,,,,,,,,4,0,0,4,4,0,0,4,4,0,0,4,4,0,1,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,84S,M8,1.25,,,,a,a,a,a,,,,,,,,,,,,,2,050,Top Nibs,T.02.0.050.001/00,,,6.3,12.72,11.62,28.25,30.47,,,,,,,,1,,6,TSL-C-07,5,20,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,7,0,0,7,7,0,1,6,6,0,0,6,6,0,1,5,5,0,1,4,4,0,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,4,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,84S,M8,1.25,,,,a,a,,,,,,,,,,,,,,,3,050,Top Nibs,T.02.0.050.002/00,,,8,12.83,,28.25,31,,,,,,,,1,,7,TSL-C-07,5,20,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,0,8,8,0,2,6,6,0,0,6,6,3,3,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,1,5,5,0,2,3,3,6,2,7,7,0,0,7,7,0,0,7,,7,0,0,7
,,84S,M8,1.25,,,,,,a,a,,,,,,,,,,,,,3,050,Top Nibs,T.02.0.050.003/00,,,7.6,14.2,,,,,,,,,,,1,,2,TSL-C-07,5,20,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,84S,M8,1.25,,,,,,,,,,,,,,,,,,,,,050,Knurling Top Nibs,,,,3.8,12,,29,,,,,,,,,1,,2,TSL-C-07,5,20,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,6L4S,M10,1.5,,,,a,a,,,,,,,,,,,,,,,2,050,Top Nibs,T.03.0.050.001/01,,,7.6,13,,,,,,,,,,,1,,8,TSL-C-10,5,10,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,8,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,,8,0,0,8
,,6L4S,M10,1.5,,,,a,a,,,,,,,,,,,,,,,3,050,Top Nibs,,,,8.72,,,,,,,,,,,,1,,6,TSL-C-10,5,10,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,6,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,6L4S,M10,1.5,,,,,,,,,,,,,,,,,,,,,050,Knurling Top Nibs,,,,12,17.7,,,,,,,,,,,1,,0,TSL-C-10,5,20,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,,,,a,a,,,,,,,,,,,,,,,2,050,Top Nibs,T.04.0.050.001/00,,,12,13,,,,,,,,,,,1,,6,TSL-C-11,5,10,,,,,,,,,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,164S,M12,1.75,,,,a,a,,,,,,,,,,,,,,,3,050,Top Nibs,T.04.0.050.002/00,,,,,,,,,,,,,,,1,,11,TSL-C-11,5,10,,,,,,,,,,,,,,,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,11,0,0,11,,11,0,0,11
,,164S,M16,2,,,,a,a,,,,,,,,,,,,,,,,050,Top Nibs,T.04.0.050.005/00,,,,,,,,,,,,,,,1,,2,TSR-04-B,5,10,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,164S,M14,2,,,,a,a,,,,,,,,,,,,,,,2,050,Top Nibs,,,,,,,,,,,,,,,,0,,9,TSR-05-B,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,,9,0,0,9
,,164S,M14,2,,,,a,a,,,,,,,,,,,,,,,3,050,Top Nibs,T.01.0.050.009/00,,,14,21,,45,46.5,,,,,,,,1,,9,TSR-05-B,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,8,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,,9,0,0,9
,,164S,M16,2,,,,a,a,,,,,,,,,,,,,,,2,050,Top Nibs,T.04.0.050.003/01,,,15,7.4,,,,,,,,,,,1,,0,TSR-06-B,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M16,2,,,,a,a,,,,,,,,,,,,,,,3,050,Top Nibs,T.04.0.050.004/01,,,14,5.65,,,,,,,,,,,1,,0,TSR-06-B,5,10,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,,,,,,,,,,,a,,,,,,,,,1,051,Trap Extrusion Die,T.01.1.051.002/00,,,,,,,,,,,,,,,1,TSR-01-E,0,TSL-C-04,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.01.0.051.009/00,,,,,,,,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.01.0.051.001/00,,,19,7.2,5.2,25,30,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,,,,,a,,,,,,,,,,,,,,,1,051,Front Extrusion Die,,,,,,,,,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,,a,,,,,,,,,,,,,,,1,051,Front Extrusion Die,,,,,,,,,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.03.0.051.004/00,,,20,9.5,7.05,38,45,,,,,,,,1,TSR-02-B,1,TSL-C-07,1,3,,,,12/25/2025,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,84S,M8,1.25,7.75,,,a,,,,,,,,,,,,,,,,1,051,Front Extrusion Die,T.02.0.051.002/00,,,30,9.7,7.75,38,45,20,,,,,,,1,TSR-02-C,3,TSL-C-08,1,3,,,,01/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,84S,M8,1.25,7.75,,,,,,,,,,,,,,a,,,,,3,051,Front Extrusion Die,T.02.0.051.007/00,,,25,7.9,7.08,38,45,,,,,,,,1,TSR-02-E,2,TSL-C-08,1,2,,,,12/20/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,6L4S,M10,1.5,,,,a,a,,,,,,,,,,,,,,,2,051,Front Extrusion Die,,,,35,8.9,,45,,,,,,,,,1,,3,TSL-C-10,1,3,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,6L4S,M10,1.5,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.03.0.051.001/00,,,25,12.5,8.86,38,45,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,M10,1.5,,,,,a,,,,,,,,,,,,,,,1,051,Front Extrusion Die,,,,,,,,,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.5,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.04.0.051.018/00,,,40,15.5,10.88,43,48,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.04.0.051.010/00,,,40,15.5,10.86,43,48,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M14,1.5,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.04.0.051.021/00,,,40,16.3,12.65,63.5,68.5,,,,,,,,1,TSR-05-D,1,TSL-C-13,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M14,2,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.04.0.051.014/00,,,40,,,63.5,68.5,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
