,,TOOL STORE STOCK INVENTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,,5293,,,,,,,,,,11/01/2024,,,,12/01/2024,,,,01/01/2025,,,,02/01/2025,,,,03/01/2025,,,,04/01/2025,,,,05/01/2025,,,,06/01/2025,,,,07/01/2025,,,,08/01/2025,,,,09/01/2025,,,,10/01/2025,,,,11/01/2025,,,,12/01/2025,,,,01/01/2026,,,,02/01/2026,,,,,03/01/2026,,,
,S.No.,"M/C 
Name","Part
Size","Pitch
(mm)",Wire Dia,Part Name,,,,,,,,,,,,,,,,,,STN,Tool Family Code,Tool Description,Tool Code,Marking,A/F,"Length
(mm) ",I/D (mm),,O/D (mm),,"Carbide Dia
(mm)","Pointing Length 
(mm)",,"Depth
(mm)","Tool
Mtrl.",Assumed Life,Actual Life,Rng Stock,"Location 
(RaN-RoN-BN)",Spare Stock,"Location 
(RaN-RoN-BN)",Min. Qty.,Max. Qty.,Total Prod. Plan Qty.,Forgb. Qty.,Reqd. Qty.,Last Physical Stock Checked On,Remarks,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock
,,,,,,HHB,HHS,SHCB,SHCS,HFB,HFS,FLG,SHFS,SHFB,TRXS,AXB,BHCS,DDB,SQB,THS,NIB,PINS,SSS,,,,,,,,FRONT,BACK,FRONT,BACK,,FRONT,BACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,164S,M16,1.5,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.04.0.051.022/00,,,40,,,63.5,68.5,,,,,,,,0,,0,,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M16,2,,,a,,,,,,,,,,,,,,,,,2,051,Front Extrusion Die,T.04.0.051.001/00,,,40,,,63.5,68.5,,,,,,,,0,TSR-06-D,0,,1,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,,,,a,,,,,,,,,,,,,,,,1,051,Front Extrusion Die,T.04.0.051.012/00,,,50,,,63.5,68.5,,,,,,,,1,TSR-06-A,1,TSR-06-A,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M14,2,,,,,a,,,,,,,,,,,,,,,1,051,Front Extrusion Die,,,,,,,,,,,,,,,,1,,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M14,2,,,,a,,,,,,,,,,,,,,,,,051,Front Extrusion Die,T.04.0.051.019/00,,,40,16.5,12.45,63.5,68.5,,,,,,,,1,TSR-05-B,0,TSR-05-B,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M16,2,,,,,a,,,,,,,,,,,,,,,1,051,Front Extrusion Die,T.04.0.051.011/00,,,40,,,63.5,68.5,,,,,,,,1,,4,TSR-06-B,1,3,,,,06/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,,4,0,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,5.75,,,,a,,,,,,,,,,,,,,,2,052,Semi Form Die,T.01.0.052.001/00,,,35,5.23,,27,33,,,,,,,,1,TSR-01-B,2,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,64S,M6,1,5.75,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.01.0.052.002/00,,,20,5.27,,27,33,,,,,,,,1,TSR-01-B,0,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,5.75,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.01.0.052.003/00,,,30,5.27,,27,33,,,,,,,,1,TSR-01-B,2,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,64S,M6,1,5.75,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.01.0.052.004/00,,,40,5.27,,27,33,,,,,,,,1,TSR-01-B,5,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,0,5
,,64S,M6,1,5.75,,,a,,,,,,,,,,,,,,,,2,052,Semi Form Die,T.01.0.052.005/00,,,35,5.8,,27,33,,,,,,,,1,TSR-01-B,3,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,64S,M6,1,5.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.01.0.052.006/00,,,25,5.85,,27,33,,,,,,,,1,TSR-01-B,3,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,64S,M6,1,5.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.01.0.052.007/00,,,35,5.85,,27,33,,,,,,,,1,TSR-01-B,1,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,64S,M6,1,5.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.01.0.052.008/00,,,20,5.85,,27,33,,,,,,,,1,TSR-01-B,1,TSL-C-05,1,3,,,,12/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,84S,M8,1.25,7.03,,,,a,,,,,,,,,,,,,,,2,052,Semi Form Die,T.02.0.052.001/02,,,20.7,7.06,,45,,,,,,,,,1,TSR-02-B,1,TSL-C-07,1,3,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,84S,M8,1.25,7.03,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.02.0.052.002/02,,,20,7.08,,38,45,,,,,,,,1,TSR-02-B,2,TSL-C-07,1,3,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,84S,M8,1.25,7.03,,,a,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.02.0.052.003/02,,,30,7.13,,45,,,,,,,,,1,TSR-02-B,4,TSL-C-07,1,3,,,,12/25/2025,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,,4,0,0,4
,,84S,M8,1.25,7.03,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.02.0.052.004/02,,,40,7.08,,45,,,,,,,,,1,TSR-02-B,3,TSL-C-07,1,3,,,,12/25/2025,,,,,,,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,1,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,84S,M8,1.25,,,,a,,,,,,,,,,,,,,,,2,052,Semi Form Die,T.02.0.052.005/01,,,23.7,7.8,,38,45,,,,,,,,1,TSR-02-B,0,TSL-C-08,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.02.0.052.006/00,,,25,7.85,,38,45,,,,,,,,1,TSR-02-B,0,TSL-C-08,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.02.0.052.007/00,,,30,7.85,,38,45,,,,,,,,1,TSR-02-B,0,TSL-C-08,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.02.0.052.008/00,,,35,7.85,,38,45,,,,,,,,1,TSR-02-B,0,TSL-C-08,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,,,,,a,,,,,,,,,,,,,2,052,Semi Form Die,T.02.0.052.009/00,,,33.7,7.06,,38,45,,,,,,,,1,TSR-02-C,2,TSL-C-07,1,3,,,,12/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,6L4S,M10,1.5,,,,a,a,,,,,,,,,,,,,,,,052,Front Plain Die,T.03.0.052.002/01,,,20,9,,45,,,,,,,,,1,,4,TSL-C-10,1,3,,,,,,,,,,,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,,4,0,0,4
,,6L4S,M10,1.5,,,,a,a,,,,,,,,,,,,,,,,052,Front Plain Die,T.03.0.052.003/01,,,25,9,,45,,,,,,,,,1,,2,TSL-C-10,1,3,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,6L4S,M10,1.5,9.75,,,a,,,,,,,,,,,,,,,,2,052,Semi Form Die,T.03.0.052.006/01,,,22.4,,,,45,,,,,,,,1,TSR-03-A,1,TSR-03-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,6L4S,M10,1.5,9.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.03.0.052.007/01,,,19.8,,,,45,,,,,,,,0,TSR-03-A,0,TSR-03-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,M10,1.5,9.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.03.0.052.008/01,,,24.8,,,,45,,,,,,,,1,TSR-03-A,0,TSR-03-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,M10,1.5,9.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.03.0.052.009/01,,,29.8,,,,45,,,,,,,,1,TSR-03-A,1,TSR-03-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,6L4S,M10,1.5,9.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.03.0.052.010/01,,,44.8,,,,45,,,,,,,,1,TSR-03-A,0,TSR-03-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,M10,1.5,9.75,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.03.0.052.011/01,,,49.8,,,,45,,,,,,,,0,TSR-03-A,0,TSR-03-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,M10,1.5,8.8,,,,a,,,,,,,,,,,,,,,3,052,Front Plain Die,T.03.0.052.005/01,,,35,,,38,45,,,,,,,,1,TSR-03-A,1,TSR-03-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M10,1.25,13.65,,,,,,,a,,,,,,,,,,,,3,052,Front Plain Die,T.04.1.052.019/04,,,,,,,,,,,,,50000,,1,TSR-07-B,0,TSL-B-08,1,3,200000,0,#DIV/0!,,,,,,,,,,,,0,0,0,0,5,0,1,4,4,0,1,3,3,0,2,1,3,0,1,2,2,0,0,2,2,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M14,2,13.6,,,,a,,,,,,,,,,,,,,,2,052,Semi Form Die,T.04.0.052.020/00,,,40,12.54,,63.5,68.5,,,,,,,,1,,1,TSR-05-B,1,2,,,,06/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M14,2,13.6,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.022/00,,,30,12.58,,46,68.5,,,,,,,,1,,1,TSR-05-B,1,2,,,,06/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M14,2,13.6,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.023/00,,,35,12.58,,46,68.5,,,,,,,,1,,1,TSR-05-B,1,2,,,,06/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M14,2,13.6,,,,a,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.024/00,,,40,12.58,,46,68.5,,,,,,,,1,,1,TSR-05-B,1,2,,,,06/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M16,2,16.4,,,,a,,,,,,,,,,,,,,,2,052,Semi Form Die,T.04.0.052.005/00,,,40,,,,68.5,,,,,,,,1,TSR-06-B,1,TSR-06-B,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M16,2,16.4,,,,a,,,,,,,,,,,,,,,2,052,Semi Form Die,T.04.0.052.006/00,,,20,,,,68.5,,,,,,,,1,TSR-06-B,0,TSR-06-B,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M16,2,16.4,,,a,,,,,,,,,,,,,,,,2,052,Semi Form Die,T.04.0.052.012/00,,,33.7,,,,68.5,,,,,,,,1,TSR-06-A,0,TSR-06-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,12.4,,,a,,,,,,,,,,,,,,,,2,052,Semi Form Die,T.04.0.052.009/00,,,51.4,,,,49,,,,,,,,1,TSR-04-A,0,TSR-04-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,12.4,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.010/00,,,30,,,,49,,,,,,,,1,TSR-04-A,1,TSR-04-A,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M12,1.75,12.4,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.011/00,,,35,,,,49,,,,,,,,1,TSR-04-A,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,12.4,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.002/00,,,20,,,,,,,,,,,,1,TSR-04-B,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,12.4,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.003/00,,,30,,,,,,,,,,,,1,TSR-04-B,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M12,1.75,12.4,,,a,,,,,,,,,,,,,,,,3,052,Semi Form Die,T.04.0.052.004/00,,,40,,,,,,,,,,,,1,TSR-04-B,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,CH5L,M5,0.8,4.3,,,,,,,,,,,,,,,a,,,,1,055,Front Plain Die,T.08.0.055.003/00,,,60,4.5,,34.5,,,,,,,,,1,,1,,1,2,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,64S,M6,1,5.75,,a,,,,,,,,,,,,,,,,,2,055,Inter Filler,T.01.0.055.001/00,,,25,5.26,,30,,,,,,,,,1,,0,TSL-C-05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,5.75,a,,,,,,,,,,,,,,,,,,1,055,Inter Filler,T.01.0.055.002/00,,,30,5.79,,30,,,,,,,,,1,,0,TSL-C-05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,5.75,,,,a,,,,,,,,,,,,,,,1,055,Inter Filler,T.01.0.055.003/00,,,20,,,30,,,,,,,,,1,,3,TSL-C-05,1,2,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,64S,M6,1,5.75,,,,a,,,,,,,,,,,,,,,1,055,Inter Filler,T.01.0.055.004/00,,,35,,,30,,,,,,,,,1,,0,TSL-C-05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M8,1,5.75,,,,a,,,,,,,,,,,,,,,2,055,Inter Filler,T.01.0.055.005/00,,,20,5.27,,30,,,,,,,,,1,,0,TSL-C-05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,5.75,,,,a,,,,,,,,,,,,,,,4,055,Inter Filler,T.01.0.055.006/00,,,35,5.27,,30,,,,,,,,,1,,1,TSL-C-05,1,2,,,,,,,,,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
